id,label,query
2293,交通,从马寨镇到硫磺沟镇的高铁票
2294,其他生活服务,开业花篮洪雅县
2295,其他生活服务,一品的蓝玫瑰
2296,其他生活服务,请问这附近哪里有卖家电的
2297,交通,从磁石乡到柏加镇的动车票
2298,旅游,嗨拉皇宫
2299,美食,上烤鸡店
2300,美食,平顶山那王庄的大骨头在哪个位置好吃电话
2301,旅游,游乐场主题乐园
2302,美食,蒋记加面条
2303,美食,江津新开业的自助餐
2304,交通,淮南到北京的高铁票
2305,交通,去嘉峪关的高铁票
2306,交通,瓦房店买上到大连的火车票
2307,旅游,蒙古源流滑雪场
2308,旅游,荆州小梅沙海洋馆
2309,交通,7月6号上海到上海南昌至上海的高铁票多少钱一张
2310,交通,海烤自助街道海的海考到胡椒福州的机票
2311,交通,从龙城区到太华乡的动车
2312,旅游,白鹤梁水下博物馆
2313,旅游,东湖磨山景区
2314,交通,从南屏科技园到巴日乡的动车
2315,旅游,拙政园
2316,旅游,北海湿地
2317,旅游,北山公园
2318,交通,从古楼镇到玄武门街道的动车票
2319,旅游,青龙山洼
2320,交通,从林街乡到三江乡的动车票
2321,交通,从芦屯镇到雨碌乡的高铁
2322,交通,从晓道乡到三原县的火车
2323,交通,从石角镇到采哈乡的动车
2324,交通,从固阳县到朝阳街道的动车票
2325,旅游,一水云天温泉
2326,无意义/闲聊,和川有名堂
2327,电影,奥纳影城
2328,旅游,蹦极
2329,电影,速度与激情特别轻重
2330,旅游,鲁班窑石窟
2331,电影,东兴时代广场电影院
2332,旅游,龙宫大瀑布
2333,旅游,沈阳方特
2334,交通,从新荣镇到羊庄镇的打车
2335,交通,从巴卡台农场到夹山镇的高铁
2336,电影,猪猪侠大电影
2337,住宿,哈尔滨哈尔滨禧龙宾馆嗯3银家
2338,美食,甜心航空餐厅
2339,交通,从长乐镇到张庄街道的火车票
2340,交通,从二道河子街道到岱岭乡的火车票
2341,交通,从白驿镇到地州乡的打车
2342,交通,从邱家店镇到青阳镇的火车票
2343,旅游,塔里木河
2344,交通,从腰站镇到云凤乡的打车
2345,其他生活服务,东莨菪碱
2346,旅游,五指泉
2347,交通,从河源镇到元潭乡的火车
2348,交通,从冶勒乡到山峰林场的动车票
2349,交通,从福安市到县城内的打车
2350,旅游,澳门大学
2351,旅游,4窟
2352,旅游,拉乌山
2353,旅游,水调歌头
2354,交通,从观音桥街道到延边原种场的高铁
2355,旅游,上海好玩的地方
2356,旅游,初水花源
2357,旅游,小河湾
2358,旅游,四面山
2359,旅游,嘉义庄
2360,交通,从内溪乡到罗城镇的高铁票
2361,旅游,百色起义烈士纪念碑
2362,旅游,托木尔峰国家级自然保护区
2363,旅游,古莱坞梦幻温泉水世界
2364,旅游,天龙古洞
2365,旅游,观音洞
2366,美食,重庆酸菜鱼
2367,其他生活服务,蓝牙项目
2368,超市,汇源桃汁儿
2369,美食,浪漫一度
2370,旅游,极地海洋动物世界
2371,美食,幸福摩天轮蛋糕
2372,美食,小状元火锅
2373,交通,从呷拉乡到白马滩镇的火车票
2374,交通,从阿岗镇到王家沟街道的飞机
2375,交通,从下金厂乡到三管镇的高铁票
2376,住宿,兰福宾馆
2377,旅游,华洲城水世界
2378,美食,那个盛芳姨糖水
2379,交通,从甘溪乡到崖头街道的出租车
2380,交通,从桑田镇到大社镇的飞机票
2381,交通,从新化县到新庙镇的火车
2382,交通,从滨江街道到桦树林子乡的出租车
2383,交通,从柴家门乡到二堡乡的高铁票
2384,交通,从桥头乡到王均乡的动车
2385,交通,从城东街道到者苗乡的火车票
2386,旅游,槟榔谷
2387,旅游,白山布纪念碑
2388,地址/地标,长沙湖南儿童医院附近
2389,旅游,可可托海白桦林
2390,旅游,太平国家森林公园
2391,旅游,怪柳林景区
2392,美食,新城市广场的小吃或美食
2393,交通,从板岭乡到高峰镇的火车票
2394,交通,从科技工业园到明通镇的打车
2395,旅游,张乐行故居
2396,交通,从双河乡到紫岩乡的出租车
2397,旅游,上海野生动物园
2398,旅游,观海台
2399,旅游,居延海
2400,旅游,果子沟
2401,旅游,凤鼎天下景区
2402,旅游,天台山风景区
2403,美食,生的羊肉串
2404,旅游,日月广场下沉广场
2405,旅游,西汉南越王博物馆
2406,旅游,中国文字博物馆
2407,旅游,东京极地海洋馆
2408,旅游,漫花庄园
2409,旅游,巴山云顶旅游度假区
2410,旅游,八境台
2411,旅游,加麦大清真寺
2412,旅游,青山湖
2413,电影,蜘蛛侠套餐
2414,交通,从黄沙镇到巴音乡的动车
2415,旅游,四洞峡
2416,旅游,白公山
2417,旅游,锡林公园
2418,旅游,莎萝坪
2419,旅游,哈巴雪山
2420,旅游,河源叶园温泉
2421,美食,素食排骨
2422,美食,町上寿司
2423,美食,西红柿鸡蛋盖饭
2424,无意义/闲聊,如果中级就
2425,交通,从耶底乡到金瑞镇的火车
2426,旅游,观山湖生态温泉水上乐园
2427,美食,张亮麻辣烫王府井店
2428,交通,从铁力林业局到涛城镇的动车票
2429,其他生活服务,返回主页
2430,交通,上海到日本
2431,无意义/闲聊,萌蠢园儿
2432,地址/地标,中山北路2399号
2433,无意义/闲聊,身高1米82体重75公斤腰围是多少
2434,住宿,新都酒店
2435,住宿,格兰迪度假公寓
2436,其他生活服务,美甲工作室
2437,地址/地标,东北新安的
2438,美食,李屯市场大强烤肉
2439,美食,金冠面包
2440,交通,从茶市镇到黄土镇的火车票
2441,美食,你哥重庆火锅
2442,旅游,温泉县体育馆
2443,交通,从新南乡到东山镇的飞机
2444,交通,从庆城县到大成街道的高铁票
2445,交通,从李达窑乡到水口镇的飞机票
2446,交通,从金石滩街道到苏密沟乡的打车
2447,其他生活服务,真人剧几家
2448,无意义/闲聊,坤陈昆城
2449,交通,从伯党乡到特口甲谷乡的动车
2450,交通,从新华镇到宝国吐乡的动车
2451,按摩,日月潭足浴店
2452,交通,从草堰口镇到湾甸乡的飞机
2453,交通,从小长安镇到温泉街道的出租车
2454,交通,从永丰乡到白马寺镇的出租车
2455,旅游,洮儿河
2456,旅游,屏山旅游区
2457,交通,7月6号7月6号7月6号的高铁票到上海的高铁票多少钱一张
2458,旅游,中国科学院华南植物园
2459,交通,建议到六盘水水城的动车
2460,交通,韶关至佛山的火车票
2461,无意义/闲聊,真的我特意没
2462,美食,拍戏熟牛肉
2463,其他生活服务,蹦床古还
2464,地址/地标,温塘村温
2465,美食,格妈烤番薯
2466,电影,白蛇缘起
2467,其他生活服务,艺瞳线美食
2468,旅游,抚顺海洋皇家世界
2469,美食,留名披萨
2470,美食,朱令餐厅二号店
2471,旅游,附近哪里有海洋世界
2472,无意义/闲聊,feOAmOK
2473,美食,新开业的自助餐
2474,超市,食尚银百货超市奶茶故事
2475,电影,最近有什么电影
2476,按摩,洗澡按摩
2477,其他生活服务,和平金鹰
2478,无意义/闲聊,内部来肯德基
2479,住宿,金海湾附近酒店
2480,其他生活服务,星半岛洗浴
2481,其他生活服务,桃浦滑雪
2482,美食,牛亭牛肉
2483,旅游,和美水城温泉旅游度假村
2484,交通,嘉兴到贵州贵阳的高铁票
2485,旅游,那仁王滑雪场
2486,交通,三亚到北京火车票
2487,旅游,同里国家湿地公园
2488,旅游,Kel-Suu Lake
2489,交通,抚顺到杭州火车票
2490,交通,飞机票飞机票重庆到温州的飞机票
2491,旅游,莲花泡风景区
2492,旅游,周恩来纪念馆
2493,旅游,第二次世界大战终结地纪念园
2494,交通,从柳壕镇到永和县的火车票
2495,交通,从芒山镇到米粮泉乡的高铁票
2496,交通,从朗镇到秋智乡的火车
2497,交通,从圣堂镇到尚湖镇的飞机票
2498,旅游,江美保矮马风情园
2499,住宿,安石华龙城大酒店
2500,交通,从野徐镇到天城乡的高铁
2501,交通,从托格拉克勒克乡到临河店乡的火车票
2502,交通,从三角镇到俄牙同乡的出租车
2503,交通,从四合乡到约巴乡的动车票
2504,交通,从界河店乡到泗洲头镇的动车
2505,旅游,兰州科技馆
2506,交通,从边交林乡到广兴镇的飞机
2507,其他生活服务,日式高端
2508,旅游,海口世纪大桥
2509,交通,从五宪乡到吾元镇的火车
2510,旅游,银杏湖
2511,旅游,蜈支洲岛
2512,旅游,大庆体育场
2513,电影,我想孩子小孩子的电影
2514,旅游,阳光汇洗浴中心
2515,电影,少年的你
2516,电影,星摩尔影城
2517,交通,兰州到海南鸡
2518,其他生活服务,儿童游泳培训
2519,交通,从浓洄街道到荔堡镇的飞机
2520,交通,从乐里镇到九里回族乡的高铁票
2521,住宿,恐龙园附近酒店
2522,按摩,圣豪足道
2523,其他生活服务,阿月有游泳馆在哪里
2524,无意义/闲聊,八碗和乐
2525,交通,从逢源街道到状元街道的出租车
2526,美食,北胜海鲜烤肉自助
2527,交通,从马踏镇到南乐县的火车票
2528,电影,小圆通影院
2529,旅游,李子坝轻轨站
2530,地址/地标,中山西路鸿业楼
2531,旅游,生命奥秘博物馆
2532,交通,从莒南县 到杨汛桥镇的动车票
2533,交通,珠海到阜阳的火车票
2534,旅游,厦门方特旅游区
2535,旅游,彭墩乡村世界
2536,旅游,中国科技馆
2537,交通,青岛到温州的机票
2538,旅游,花园口
2539,旅游,英吉沙古街
2540,旅游,阳关烽燧
2541,旅游,海瑞故居
2542,旅游,五百罗汉堂
2543,旅游,普陀山
2544,电影,铁扇公主
2545,美食,王贵仁砂锅麻辣烫
2546,KTV,祥云KTV
2547,无意义/闲聊,海拉尔嗯河南合同
2548,其他生活服务,慈溪附近的80
2549,按摩,至尊阁洗脚店
2550,其他生活服务,阮氏老人家边儿定位
2551,旅游,意景园水世界
2552,旅游,太阳湖风景区
2553,旅游,西藏盐井千年古盐田
2554,交通,从白乐镇到唐克镇的出租车
2555,旅游,汉寿龙珠湖恐龙主题乐园
2556,旅游,大理苍山石门关景区
2557,旅游,汾河公园
2558,旅游,厦门湾·白塘湾火山公园
2559,旅游,安西王府
2560,旅游,伊日温泉
2561,旅游,中缅友谊长青树
2562,旅游,金沙滩
2563,旅游,东湖游船行吟阁码头
2564,旅游,合肥失恋博物馆（步行街店）
2565,旅游,老虎滩极地馆动物科普秀
2566,交通,从义桥镇到下湄桥街道的火车
2567,旅游,江西大觉山镇西殿
2568,旅游,通湖湿地草原旅游区
2569,旅游,邯郸海洋世界
2570,旅游,伊犁河大桥
2571,住宿,上海大学宝山校区旅馆
2572,旅游,大东海
2573,交通,从县城内到开发区的动车票
2574,旅游,长白山冷泉
2575,交通,从长安镇到岱山县的火车
2576,交通,从山河乡到樟树市的火车
2577,交通,从净潭乡到怀来县的高铁票
2578,交通,从顺会乡到丰溪林场的打车
2579,交通,从陶村林场到丽岙街道的高铁
2580,交通,从庙前乡到姚沟镇的动车
2581,旅游,泰晤士小镇
2582,交通,从富源林场到青山路街道的高铁票
2583,旅游,雨花石景区
2584,住宿,丽晶酒店
2585,交通,从新市镇到巴彦淖尔苏木的动车票
2586,美食,饭吃桂林米粉
2587,旅游,群星城什么好玩的
2588,交通,从葛溪乡到养马岛街道的打车
2589,交通,从二郎乡到后坪镇的飞机票
2590,其他生活服务,附近医院
2591,交通,从北峰乡到县城内的飞机
2592,交通,从古城乡到官会镇的高铁票
2593,电影,清明生死语者
2594,旅游,五堡古墓群
2595,交通,从黑土乡到孙吴城区街道的动车票
2596,交通,从杨楼镇到陶乐镇的动车票
2597,电影,美国队长
2598,交通,从汤庄乡到县城内的火车
2599,交通,从丰登镇到新塘街道的打车
2600,交通,"从前丰林场到百泉路南,京新高速北,康张路西,京银路东的打车"
2601,交通,从日多乡到新街镇的高铁票
2602,旅游,恋爱巷
2603,无意义/闲聊,麦鲁和的地方
2604,其他生活服务,光明路给矿工路家乐福那边那个澡堂
2605,无意义/闲聊,犟大妈烤鹅年上了儿开店大妈犟老头犟老头觉到吗
2606,旅游,玉带滩
2607,交通,从水洛街道到开坪乡的高铁
2608,交通,从巴南区到高坪镇的高铁
2609,交通,从萨麦苏木到白沙洲街道的高铁
2610,交通,从夜明珠街道到岩帅镇的飞机
2611,无意义/闲聊,波兰和中级
2612,交通,从石渠县到蒲吕镇的高铁票
2613,其他生活服务,舞蹈艺术照
2614,KTV,唛浪KTV
2615,其他生活服务,不晓得小米
2616,交通,北京通王海拉尔的机票
2617,旅游,小沟背风景区
2618,旅游,沈从文故居
2619,电影,好看的电影
2620,电影,未上映的电影
2621,交通,新银耳广西的飞机票
2622,电影,熊出没电影
2623,交通,去青岛的火车票
2624,旅游,释迦殿、弥勒殿
2625,旅游,神农山
2626,旅游,靳家岭
2627,旅游,天下雄关碑
2628,旅游,玛纳斯河大峡谷
2629,旅游,天府熊猫塔
2630,旅游,长白山西坡景区
2631,旅游,仙台山
2632,旅游,打狗英国领事馆
2633,旅游,胡里山炮台
2634,旅游,汉马伏波井
2635,旅游,润达天沐才子温泉度假区
2636,旅游,大炮台
2637,旅游,东龙森林公园
2638,交通,从县城内到大高坪乡的高铁
2639,旅游,郴州动漫水世界
2640,旅游,巴东长江大桥
2641,旅游,青草坡莱芠小镇
2642,旅游,东哇村
2643,旅游,朱鹮梨园
2644,其他生活服务,青岛青岛酒
2645,旅游,长虹桥
2646,旅游,云台古镇
2647,旅游,民窑遗址博物馆
2648,旅游,舟群寺
2649,旅游,红草地
2650,旅游,琼州大桥
2651,旅游,腾格里沙漠
2652,旅游,曹县万亩荷塘生态园
2653,旅游,东湖景区
2654,旅游,中非世野野生动物园
2655,旅游,碧玉潭
2656,旅游,九华山大愿文化园
2657,旅游,乌拉街满族镇
2658,旅游,杜受田故居
2659,交通,从梅子乡到罗店镇的高铁
2660,旅游,尚志公园
2661,交通,从阿蓬江镇到乌江镇的火车
2662,交通,从兴海路街道到先进苏木的火车
2663,旅游,锦泰温泉度假村
2664,其他生活服务,接送孩子
2665,交通,从长河街道到兴龙街道的高铁票
2666,交通,从马兰庄镇到县城内的高铁
2667,旅游,颖东欢乐城游乐场
2668,旅游,滨湖公园
2669,旅游,萧军故里
2670,旅游,邺城铜雀三台遗址公园
2671,旅游,天峡
2672,旅游,肉身殿北大门
2673,旅游,鸭泽湖
2674,美食,喜宴外滩
2675,交通,从黄陵县到叶大乡的火车
2676,超市,华盛超市
2677,美食,五爷江湖菜
2678,美食,那个给我找那个三百多块的然后那个海鲜自助
2679,交通,从六塔乡到疏勒县的火车票
2680,美食,大鸭梨素食自助餐
2681,其他生活服务,蕾蕾纯色
2682,其他生活服务,威尔体验馆
2683,交通,从建设路街道到孙店镇的飞机
2684,旅游,泰国旅游跟团
2685,无意义/闲聊,事实和喝
2686,美食,黄金玉米
2687,旅游,郑州方特
2688,旅游,合江侗寨
2689,旅游,千花洲旅游度假区
2690,交通,从校椅镇到百南乡的火车票
2691,交通,从旧城镇到淅河镇的打车
2692,交通,从县城内到磨市镇的飞机
2693,交通,从浏河镇到石鱼镇的出租车
2694,旅游,玉浆泉
2695,旅游,黄厝沙滩
2696,旅游,金刀峡
2697,美食,盛传鸡爪
2698,交通,从洋桥镇到江川镇的飞机
2699,交通,从顺河镇到大竹堡乡的高铁
2700,交通,从石桥镇到附城镇的火车
2701,旅游,古列延度假村
2702,交通,从林湖乡到大东海社区的高铁
2703,交通,从中山街道到金乡镇的动车票
2704,交通,从六圩镇到万德乡的出租车
2705,交通,从县城内到白石乡的飞机票
2706,旅游,哈尔滨融创乐园
2707,旅游,雷音殿
2708,旅游,温泉公园
2709,交通,从龙兴镇到簸箕梁子乡的动车
2710,旅游,麻扎塔格古城堡
2711,旅游,大明边城
2712,旅游,西吉梯田
2713,旅游,黄蝶翠谷
2714,旅游,兴隆塔
2715,旅游,上李水库公园
2716,旅游,北极泉风景区
2717,旅游,观海台
2718,旅游,光明滑草游乐园
2719,旅游,太子河
2720,旅游,帽盔山公园
2721,旅游,大相国寺
2722,旅游,上海刘玲艺术馆
2723,交通,从建华区直辖到召陵区的动车票
2724,交通,从官路镇到巴里巴盖乡的动车票
2725,旅游,最好玩的地方
2726,美食,姐弟俩土豆粉
2727,地址/地标,童梦新街
2728,无意义/闲聊,私下可以点赞群里不能点赞啊
2729,其他生活服务,育才宠物店
2730,美食,丁香小镇
2731,旅游,查找去五台山的线路
2732,交通,从莲花县到黄腊乡的打车
2733,美食,回府家宴
2734,交通,从红柳沟镇到雍阳镇的火车
2735,美食,郧阳区的盖浇饭和锅巴饭和
2736,美食,回电王婆大虾
2737,旅游,尕海湖
2738,旅游,焦作市博物馆
2739,交通,从太平桥乡到洛阳镇的动车票
2740,旅游,钟鼎寺
2741,旅游,悬泉置遗址
2742,旅游,枫泾古镇
2743,旅游,海口五源河国家湿地公园
2744,旅游,白鹭公园
2745,旅游,怀化野生动植物园
2746,旅游,福山镇
2747,旅游,南巴滩草原
2748,旅游,欢乐海底世界
2749,旅游,音乐台
2750,旅游,中国泰迪熊博物馆
2751,旅游,吴桥杂技民俗风情园
2752,其他生活服务,铁路游泳馆
2753,美食,鸡排拌饭
2754,无意义/闲聊,飞哥小镇玻璃而
2755,旅游,蓝梦岛潜水
2756,住宿,九龙山景区附近的酒店
2757,其他生活服务,瑜伽大浪
2758,其他生活服务,王者荣耀卡片
2759,电影,明华电影院
2760,无意义/闲聊,滑水道被厂
2761,其他生活服务,北纬十六
2762,超市,水果石榴
2763,住宿,御庭酒店
2764,交通,从丰南区到半坡店乡的高铁票
2765,旅游,白岭峡高山漂流
2766,其他生活服务,不列颠尼克号
2767,其他生活服务,7比特花园
2768,住宿,北京金辉国际商务会议大酒店
2769,交通,从郭元乡到卞庄街道的飞机票
2770,住宿,海昌区酒店住宿
2771,美食,冰糖葫芦
2772,美食,大宇餐饮
2773,交通,从芒东镇到南桥镇的火车
2774,按摩,宁职宝石浴足疗
2775,交通,从大德乡到高基乡的高铁票
2776,其他生活服务,到那特林芜湖
2777,旅游,景州塔
2778,交通,从通化乡到县城内的动车票
2779,交通,从双牌乡到萨尔布拉克乡的打车
2780,旅游,广州博物馆
2781,交通,从花湖镇到涌溪乡的出租车
2782,交通,从大湾镇到四十铺镇的动车票
2783,旅游,朱家角古镇景区
2784,旅游,长影世纪城
2785,交通,从长沙乡到余粮堡镇的飞机
2786,交通,从浩勒图高勒镇到新湘路街道的出租车
2787,交通,从杨陵街道到霞阳镇的高铁
2788,旅游,白山布纪念碑
2789,交通,从牤牛营子乡到金山街道的打车
2790,地址/地标,鸿运润园
2791,交通,从洪雅县到仰韶镇的动车
2792,旅游,将军山滑雪场
2793,交通,从董干镇到苇子沟街道的高铁
2794,交通,从花官镇到竹市镇的火车票
2795,旅游,鱼鳞洲风景区
2796,交通,从深沪镇到楠木乡的出租车
2797,交通,从贾庄镇到樟木镇的火车票
2798,交通,从黄金镇到红格尔苏木的动车
2799,交通,从郑集乡到蒲阳镇的高铁票
2800,无意义/闲聊,审计创造
2801,交通,从寺儿堡镇到东侨开发区的打车
2802,交通,从山下林场到大嶝街道的动车
2803,交通,从金社乡到威溪乡的动车
2804,交通,从阿日扎乡到赛涧乡的飞机票
2805,交通,从皮拉勒乡到龙东街道的火车票
2806,旅游,沧海明珠画廊
2807,美食,亚哥是牛肉板面
2808,旅游,哪里有好玩的
2809,旅游,美天游乐园
2810,美食,G奶茶店
2811,美食,嗨听外卖
2812,旅游,拉宫的门票
2813,旅游,长春未来动物城
2814,美食,海鲜一秋初
2815,住宿,安达仕酒店
2816,美食,十二盟早茶
2817,美食,潮白人家
2818,旅游,龙泉精米立方门票
2819,美食,网红餐厅
2820,无意义/闲聊,天没风景
2821,美食,吃炸酱面
2822,美食,欧乐星城美食
2823,美食,麻辣小龙虾外卖
2824,超市,大润发超市
2825,无意义/闲聊,于是正奇米
2826,电影,天华影城
2827,住宿,服役的酒店
2828,交通,从博尔通古牧场到秀坪园艺场的飞机
2829,美食,周极品冒菜
2830,电影,大润发影城
2831,旅游,无锡有没有失恋博物馆
2832,交通,从暨阳街道到吴台镇的火车
2833,无意义/闲聊,弄的脸皮啊
2834,美食,你滴吃货铺
2835,无意义/闲聊,你躺着躺一会儿
2836,其他生活服务,水立方休闲水会
2837,美食,寿司寿司
2838,旅游,塔里木祥龙湖
2839,交通,从少岗乡到达那普乡的动车
2840,住宿,V5精品酒店
2841,交通,从双港镇到青岐镇的飞机
2842,交通,从蒿坝镇到明德南街街道的出租车
2843,交通,从古柳街道到仙居乡的飞机票
2844,旅游,南昆山国家森林公园
2845,交通,从谷岗乡到溪口镇的高铁票
2846,交通,从桑树坪镇到前郭尔罗斯镇的高铁
2847,交通,从黑石乡到塘湖镇的飞机
2848,旅游,碧霞元君故居景区
2849,交通,从长河街道到大屯镇的火车票
2850,交通,从苟各庄镇到金屋塘镇的飞机票
2851,旅游,上海海洋水族馆
2852,旅游,彭山景区
2853,交通,从古障镇到祥云县的飞机
2854,旅游,然乌湖
2855,旅游,千佛山
2856,旅游,方特水上乐园
2857,电影,周城吾悦广场电影院
2858,旅游,祁连山草原
2859,旅游,磨子石景区
2860,旅游,龙泉公园
2861,交通,去余姚北站高铁最快新手
2862,旅游,周逸群烈士陈列馆
2863,电影,新上映的电影
2864,旅游,飞水谷
2865,交通,我想买飞机票
2866,交通,从鱼河镇到茅畲乡的打车
2867,住宿,贵阳七天大酒店
2868,交通,从县城内到勐马镇的火车
2869,旅游,绵阳盛世樱花悠乐谷
2870,旅游,沧州文庙
2871,交通,从仁里镇到坑口镇的出租车
2872,交通,从枫桥镇到石桥镇的火车票
2873,交通,从平乐镇到拖乌乡的打车
2874,交通,从内环以内到官庄镇的动车票
2875,旅游,北峰观云山庄
2876,交通,从黄草镇到南宁街道的动车
2877,交通,从乐平镇到加益镇的火车票
2878,交通,从松树乡到永嘉乡的飞机
2879,交通,从东园镇到炉下镇的高铁票
2880,旅游,丽江金塔景区
2881,美食,佳佳奥咖啡西餐厅
2882,旅游,安顺文庙
2883,旅游,寨沙侗寨
2884,旅游,天子地
2885,旅游,南宫山国家森林公园
2886,旅游,环洱海旅拍
2887,旅游,青要山
2888,旅游,钱江源国家森林公园
2889,旅游,1、2、3号冰川
2890,旅游,旃檀林
2891,旅游,﻿江滨公园
2892,旅游,海口观澜湖火山温泉谷
2893,旅游,大井
2894,旅游,高迁古民居
2895,超市,五花花生油多少钱一桶
2896,其他生活服务,紫溪彝水会
2897,KTV,唱歌KTV
2898,旅游,摩锐水世界
2899,美食,荣誉附近自助餐
2900,交通,从昆明到普者黑高铁站然后说这到普者黑正奇怎么坐车
2901,其他生活服务,哪里有摘杨梅
2902,美食,粥香格里拉
2903,其他生活服务,热火健身工坊
2904,其他生活服务,书字变形金刚
2905,地址/地标,新城吾悦广场
2906,美食,鸡蛋下面条
2907,无意义/闲聊,瑜伽伐管
2908,美食,剑侠汉堡
2909,其他生活服务,男生衣服
2910,旅游,门票多少钱一张
2911,旅游,沙滩
2912,旅游,王相岩
2913,旅游,罗布泊南古城
2914,旅游,古灵山
2915,旅游,大连天门山国家森林公园
2916,交通,从剑河乡到许家洞镇的飞机票
2917,旅游,黄河石林滑雪场
2918,旅游,徐闻古港
2919,旅游,虎谷峡风景区
2920,旅游,紫溪半岛花海世界
2921,旅游,叶榕海滩
2922,交通,从解放滩镇到新丰镇的高铁票
2923,旅游,慈济精舍
2924,旅游,织金洞
2925,旅游,阿木尔河大桥
2926,旅游,三沈纪念馆
2927,美食,重庆面馆商品街二十四小时
2928,按摩,浴足天地
2929,交通,从钱库镇到新津乡的火车票
2930,地址/地标,比乐街附十七至十一号
2931,美食,曹记全鹅馆
2932,住宿,宾馆西十二条路附近
2933,美食,杨二郎烤骨头
2934,美食,熙和草鸡店
2935,美食,烘培蛋糕
2936,旅游,巴南区万达水上乐园
2937,住宿,小心桂都酒店
2938,旅游,锦绣田园
2939,交通,从公营子镇到鼓匠乡的火车票
2940,无意义/闲聊,火辣辣车
2941,旅游,适合小学生暑假玩的地方
2942,其他生活服务,去建水中医院的导航路线
2943,交通,从东方红经营所到辛店街道的高铁票
2944,其他生活服务,昌黎卖孔明灯的地方有吗
2945,其他生活服务,邻区附近的游泳馆
2946,交通,从上饶镇到临洺关镇的火车
2947,美食,一虾一刻
2948,交通,从和村镇到天王镇的动车票
2949,美食,鲁A必胜客
2950,其他生活服务,啄木鸟家庭维修
2951,美食,悦秀麻辣香锅
2952,电影,麻城中影国际影院
2953,地址/地标,朝阳区小杨路附近
2954,美食,明天去南京市里面玩有什么好的自助餐店介绍
2955,美食,南阳自助餐厅
2956,交通,从县城内到帽儿山镇的打车
2957,交通,从宾居镇到谈固街道的火车票
2958,交通,从林口镇到西城街道的飞机
2959,交通,从二塘镇到四丰乡的火车票
2960,交通,从县林场到望谟县的高铁
2961,交通,从康宁乡到罗坊乡的出租车
2962,交通,从曲什安镇到兰岗镇的高铁
2963,交通,从宾川县到方城镇的飞机票
2964,交通,从下村乡到田坝桥镇的打车
2965,旅游,百色大王岭漂流景区
2966,旅游,雷琼海口火山群世界地质公园
2967,美食,自助烤肉
2968,交通,从桃洪镇到和平社区的飞机
2969,交通,从乌龙乡到兴仁县的火车
2970,旅游,广西的涠洲岛
2971,交通,从双庙河乡到发展林场的火车
2972,其他生活服务,密室逃脱沉浸式
2973,旅游,单县科技馆
2974,交通,从北环路街道到东海镇的打车
2975,交通,从糯扎渡镇到朝阳镇的飞机票
2976,交通,从县城内到福禄乡的飞机
2977,交通,从铜钱沟乡到大庄镇的飞机票
2978,交通,从福田寺镇到黄山铺镇的火车票
2979,其他生活服务,阳光彩虹小饭白马
2980,旅游,Algar de Benagil
2981,交通,从塔河镇到巴彦苏木的动车
2982,交通,从SAN MARINO到宏业村街道的火车票
2983,交通,从金村乡到瞿昙镇的出租车
2984,交通,从吉布胡郎图苏木到县城内的飞机
2985,交通,"从三驱镇到PHILIPPINES, THE的高铁票"
2986,美食,汉堡鸡腿套餐送可乐
2987,美食,浏阳蒸菜
2988,旅游,腾冲博物馆
2989,住宿,一家精品酒店西安
2990,旅游,十里银滩
2991,地址/地标,郑州师范学院
2992,地址/地标,山东省建筑设计院
2993,无意义/闲聊,行明天反正
2994,交通,从清涧县到天度镇的火车
2995,交通,从新寮镇到漾濞县的飞机票
2996,交通,从道坪镇到老城街道的高铁
2997,美食,库里黄焖鸡米饭
2998,其他生活服务,嗯恋尚摄影
2999,住宿,小寨附近的主题酒店
3000,美食,成都里火锅
3001,无意义/闲聊,么就这小孩了
3002,无意义/闲聊,带了心乃
3003,美食,五星螺蛳粉
3004,美食,春华海鲜营口鲅鱼圈
3005,其他生活服务,县广场格林豪泰游泳馆
3006,其他生活服务,苏荷酒吧
3007,交通,从四坝镇到凤来镇的打车
3008,交通,打出租打出租
3009,旅游,抚顺猴石森林公园
3010,其他生活服务,新华书店
3011,其他生活服务,有没有打乒乓球陪练的地方
3012,美食,汉堡包套餐
3013,交通,从大地乡到熊家镇的火车
3014,住宿,杭州凯悦大酒店
3015,无意义/闲聊,妈呀拉沃尔
3016,美食,乌鲁木齐市天津路华润万家百富烤霸
3017,旅游,银基水上世界
3018,无意义/闲聊,能走我最近呢给送餐的电话
3019,无意义/闲聊,凤怪维权
3020,住宿,电力宾馆
3021,旅游,磨子石景区
3022,旅游,四顶山
3023,旅游,阿木塔蒙古风情岛
3024,旅游,腰山王氏庄园
3025,旅游,颍上管仲老街
3026,旅游,北塬玻璃栈道
3027,旅游,伊斯兰商街
3028,旅游,永灵珍奇博物馆
3029,旅游,六盘山生态植物园-凉亭
3030,旅游,景园公园
3031,旅游,金石滩地质博物馆
3032,旅游,湘鄂西革命根据地纪念馆
3033,旅游,东鸡冠山
3034,交通,从渤海镇到沙口镇的飞机票
3035,旅游,青海湖
3036,旅游,阜阳海洋文化科技馆
3037,旅游,好龙天坑群
3038,旅游,青海湖鸟岛
3039,旅游,剑门关
3040,旅游,淮河公园
3041,旅游,东部华侨城
3042,旅游,格尔木河
3043,旅游,石屏秀山
3044,旅游,南屏景区
3045,旅游,秋沟景区
